Web;Navegador;Latencia_Media;Latencia_Desv;Latencia_Min;Latencia_Max;TTL_Moda;TTL_Media
amazon.com;CHROME;17394.728929384964;17450.680765511057;720;101867;117;152.1640091116173
amazon.com;EDGE;18024.29057187017;17847.52934742169;680;117304;240;147.95517774343122
amazon.com;FIREFOX;7528.104838709677;14259.032814677777;730;49835;54;121.41935483870968
amazon.dev;CHROME;4316.081632653061;4637.69082193541;728;12647;117;106.63265306122449
amazon.dev;EDGE;13961.9625;17105.409169227063;715;111541;41;59.8125
amazon.dev;FIREFOX;2959.3970588235293;5263.248024306317;895;18277;54;64.27941176470588
amazonaws.com;CHROME;5526.35294117647;5197.912972813337;705;14739;117;100.6078431372549
amazonaws.com;EDGE;10319.231884057972;5580.8993243892555;889;22920;43;59.30434782608695
amazonaws.com;FIREFOX;3351.1129032258063;5570.652203346611;906;17169;54;60.24193548387097
android.com;CHROME;4370.5084745762715;4519.734266574106;711;13238;117;112.98305084745763
android.com;EDGE;4831.490196078431;4652.519568459863;735;14149;118;100.47058823529412
android.com;FIREFOX;3503.285714285714;8734.071456531152;797;52089;117;99.89285714285714
app-analytics-services.com;CHROME;4306.365591397849;4586.50521209148;707;12791;117;107.51612903225806
app-analytics-services.com;EDGE;12575.485436893205;13594.871257468338;696;70892;42;61.970873786407765
app-analytics-services.com;FIREFOX;3077.5060240963853;7459.984084815126;772;56322;54;69.2289156626506
app-measurement.com;CHROME;4503.980952380953;4539.018275296966;726;12911;117;107.35238095238095
app-measurement.com;EDGE;12494.884615384615;12594.086359449646;683;71594;43;63.40384615384615
app-measurement.com;FIREFOX;2620.8837209302324;4733.352502796709;790;17157;54;70.29069767441861
apple-dns.net;CHROME;4019.61797752809;4396.827382808948;732;12709;117;106.31460674157303
apple-dns.net;EDGE;14879.367088607594;19007.617516289876;707;123318;43;60.164556962025316
apple-dns.net;FIREFOX;2859.788732394366;5169.057258383065;785;18266;54;64.7605633802817
apple.com;CHROME;6045.8;7240.203355146911;682;26585;117;109.8
apple.com;EDGE;8950.0;7580.721782566672;704;37403;51;82.07368421052631
apple.com;FIREFOX;5062.883495145631;7706.561822469761;686;24305;54;81.1747572815534
applovin.com;CHROME;5052.326241134751;5295.475956615438;700;14000;117;96.77304964539007
applovin.com;EDGE;8644.08396946565;5818.121854024673;675;22629;53;66.5114503816794
applovin.com;FIREFOX;3923.3861386138615;5621.19005188456;721;18243;54;70.2871287128713
appsflyersdk.com;CHROME;4609.109756097561;4777.100587683066;697;14105;117;122.92682926829268
appsflyersdk.com;EDGE;10709.15625;11177.111107153081;707;70404;42;79.69791666666667
appsflyersdk.com;FIREFOX;3285.2948717948716;5361.089640427646;910;18221;54;87.11538461538461
avast.com;CHROME;8241.036666666667;7445.063250997944;682;26245;117;111.59666666666666
avast.com;EDGE;9009.61724137931;7086.616408373244;673;25917;51;102.77586206896552
avast.com;FIREFOX;7299.5;7536.14177961835;684;20857;54;104.0
avsxappcaptiveportal.com;CHROME;14035.4;18807.478812719928;737;70305;117;107.53333333333333
avsxappcaptiveportal.com;EDGE;11527.371428571429;6481.6468680952585;859;40192;41;66.05714285714286
avsxappcaptiveportal.com;FIREFOX;6594.0;13659.416207981114;896;53578;54;75.22727272727273
aws.dev;CHROME;4190.395604395604;4457.429403389659;693;13638;117;105.71428571428571
aws.dev;EDGE;13444.423076923076;14358.689907426873;722;72068;41;60.55128205128205
aws.dev;FIREFOX;2870.277777777778;5130.284793517589;794;18235;54;65.56944444444444
azure.com;CHROME;7263.5;11925.795511018627;660;70840;51;74.12592592592593
azure.com;EDGE;9954.956043956045;15283.57962736485;669;128455;51;57.30769230769231
azure.com;FIREFOX;10173.109929078015;21273.935086620033;677;129935;54;66.39716312056737
baidu.com;CHROME;68931.76447876448;60470.595398550264;670;208486;117;65.13899613899613
baidu.com;EDGE;72399.57786885246;56988.37838955655;714;205773;41;47.471311475409834
baidu.com;FIREFOX;69624.77725118483;59199.02199298853;917;192840;54;48.11848341232228
bing.com;CHROME;7695.977142857143;9018.809167737847;692;51959;117;84.56
bing.com;EDGE;12225.460431654676;15925.269945732083;696;71825;51;69.57553956834532
bing.com;FIREFOX;5375.380530973452;7699.784894164465;702;51930;54;64.60176991150442
cdn-apple.com;CHROME;4312.068965517241;4426.154743018135;708;12643;117;105.37931034482759
cdn-apple.com;EDGE;12490.5421686747;11947.636149813152;694;69126;41;59.34939759036145
cdn-apple.com;FIREFOX;2927.4057971014495;5182.128830438319;881;17137;54;65.18840579710145
cdninstagram.com;CHROME;4475.936170212766;4483.5712048065125;734;13303;117;105.5
cdninstagram.com;EDGE;12992.291139240506;12946.376438049749;709;71452;42;60.151898734177216
cdninstagram.com;FIREFOX;3005.4931506849316;5208.20831882842;785;17144;54;66.08219178082192
chatgpt.com;CHROME;5798.5317460317465;5337.173025018406;702;15254;117;94.72222222222223
chatgpt.com;EDGE;9652.2;5404.347164668366;698;21805;53;65.98571428571428
chatgpt.com;FIREFOX;6070.135593220339;6334.349412306193;771;18251;54;65.0
cloud.microsoft;CHROME;13355.213793103449;22310.372439862218;669;135124;51;72.02068965517242
cloud.microsoft;EDGE;14862.981481481482;18332.955150221358;686;124073;51;54.32098765432099
cloud.microsoft;FIREFOX;9212.337837837838;13513.087693075015;685;70835;54;58.36486486486486
